"sn","id","Associated Disease","Disease Ontology Description","UniProt Description","Protein Count","Direct Association Count","Mondo ID","GARD Rare","Symbol","UniProt","Disease Data Source","JensenLab TextMining zscore","JensenLab Confidence","Expression Atlas Log2 Fold Change","DisGeNET Score","Associated Disease Evidence","Associated Disease Drug Name","Associated Disease P-value","Associated Disease Source","Associated Disease Source ID","Monarch S2O", "diseases_name", "symptoms_1", "symptoms_2", "symptoms_3", "symptoms_4", "symptoms_5", "symptoms_6", "symptoms_7", "symptoms_8", "symptoms_9", "description", "symptoms_description", "causes_description", "causes_1", "causes_2", "causes_3", "causes_4", "causes_5", "treatment_1", "treatment_2", "treatment_3", "prevention_1", "prevention_2", "prevention_3", "risk_factor", "age_of_onset", "genetic_factors", "family_history", "severity_of_disease", "diagnosis_methods", "complications", "epidemiology", "prognosis""8809","405","adult medulloblastoma","NAN","NAN","43","43","MONDO:0002794","NAN","VAV1","P15498","CTD","NAN","NAN","NAN","NAN","marker/mechanism","NAN","NAN","NAN","DOID:3864","NAN","medulloblastoma","headache","nausea","vomiting","blurred vision","double vision","dizziness","loss of balance","difficulty walking","seizures","Medulloblastoma is a type of brain cancer that primarily affects children, but it can also occur in adults. It originates in the cerebellum, the part of the brain that controls balance and coordination.","Symptoms of medulloblastoma can vary depending on the size and location of the tumor, as well as the age of the patient. Common symptoms include headache, nausea, vomiting, blurred or double vision, dizziness, loss of balance, difficulty walking, and seizures.","The exact causes of medulloblastoma are not fully understood. However, genetic factors and certain inherited conditions are known to increase the risk of developing this type of brain cancer.","Genetic mutations","Inherited conditions such as Gorlin syndrome","Exposure to radiation","NAN","NAN","Surgery","Radiation therapy","Chemotherapy","Regular checkups with a doctor","Genetic counseling for individuals with a family history of medulloblastoma","Avoiding exposure to radiation","Genetic predisposition","Adulthood","Genetic mutations in certain genes, such as PTCH1, TP53, and APC","Family history of medulloblastoma or other related cancers","Severity can vary depending on the subtype and stage of the tumor","MRI scans@ computed tomography (CT) scans@ and neurological examinations","Hydrocephalus@ neurological deficits@ and recurrence of the tumor","Medulloblastoma is a rare type of brain cancer, accounting for about 1-2% of all brain tumors in adults","The prognosis for adult medulloblastoma varies depending on factors such as the subtype of the tumor@ the extent of the spread@ and the patient's overall health."
"1","8810","adult medulloblastoma","A malignant medulloblastoma that arises in adults.","The product of this gene is a multifunctional protein involved in a variety of cellular processes, including cell adhesion, cell migration, cell polarity, and gene transcription. It is a tumor suppressor gene and mutations in this gene are associated with several types of cancer.","43","43","MONDO:0002794","NAN","APC","P25054","DisGeNET","NAN","NAN","NAN","0.3","1 PubMed IDs","NAN","NAN","CTD_human","UMLS:C0278876","NAN","Adult Medulloblastoma","Headaches","Nausea","Vomiting","Blurred vision","Double vision","Unsteadiness","Clumsiness","Seizures","Changes in personality or behavior","Adult medulloblastoma is a type of brain tumor that occurs in adults. It is a fast-growing tumor that can spread to other parts of the brain and spinal cord.","Symptoms may include headache, nausea, vomiting, blurred vision, double vision, unsteadiness, clumsiness, seizures, and changes in personality or behavior.","The exact causes of adult medulloblastoma are not fully understood. However, genetic factors and exposure to certain environmental factors may play a role.","Genetic mutations","Exposure to radiation","Exposure to certain chemicals","NAN","NAN","Surgery","Radiation therapy","Chemotherapy","Regular checkups","Avoiding exposure to radiation","Maintaining a healthy lifestyle","Family history of brain tumors","Age over 21","NAN","NAN","High","Neurological examination","MRI scan","Hydrocephalus","Cognitive impairment","Motor deficits","Relatively poor, depending on the stage of the tumor and the patient's overall health.","Poor"
"8811","405","adult medulloblastoma","NAN","NAN","43","43","MONDO:0002794","NAN","ATOH1","Q92858","DisGeNET","NAN","NAN","NAN","0.3","1 PubMed IDs","NAN","NAN","CTD_human","UMLS:C0278876","NAN","medulloblastoma","headache","nausea","vomiting","blurred vision","dizziness","balance problems","clumsiness","fatigue","seizures","Adult medulloblastoma is a rare brain tumor that originates in the cerebellum, affecting balance and coordination. It can cause various neurological symptoms.","Symptoms include headache, nausea, vomiting, blurred vision, dizziness, balance problems, clumsiness, fatigue, and seizures.","Genetic mutations and certain inherited conditions can increase the risk of adult medulloblastoma.","Genetic mutations@ such as those affecting the SHH pathway","Inherited conditions@ such as Gorlin syndrome","Exposure to radiation","Environmental factors","NAN","Surgery to remove the tumor","Radiation therapy","Chemotherapy","Avoiding exposure to radiation","Genetic counseling for high-risk individuals","Regular neurological check-ups","Exposure to radiation","Adults (typically over 20 years old)","Genetic mutations in genes like PTCH1, TP53, and APC","Family history of brain tumors may increase the risk","Can range from mild to severe@ depending on the tumor size@ location@ and response to treatment","Neurological examination","MRI scans","Biopsy","Motor deficits","Cognitive impairment","Hydrocephalus","Incidence is rare@ accounting for a small percentage of all brain tumors in adults","Variable@ depending on the extent of tumor removal@ response to treatment@ and overall health","NAN","NAN","NAN","NAN","NAN","NAN","NAN"
"8978","416","adult T-cell leukemia/lymphoma","A T-cell leukemia that results_in abnormal increase of lymphocytes@ derives_from T-cells@ has_material_basis_in Human T-lymphotropic virus 1@ which is transmitted_by sexual contact@ transmitted_by contaminated needles used by intravenous-drug users@ and transmitted_by breast feeding. The infection results_in_formation_of skin lesions.","Derives_from T-cells and material_basis_in Human T-lymphotropic virus 1.","39","39","MONDO:0019471","1.0","IFNA1","P01562","DisGeNET","NAN","NAN","NAN","0.33","1 PubMed IDs","NAN","NAN","CTD_human","UMLS:C0023493","NAN","adult T-cell leukemia/lymphoma","Skin lesions","Fatigue","Fever","Night sweats","Weight loss","Enlarged lymph nodes","NAN","NAN","NAN","Adult T-cell leukemia/lymphoma (ATL) is an aggressive cancer of mature T lymphocytes caused by the human T-lymphotropic virus type I (HTLV-I).","Symptoms include skin lesions@ fatigue@ fever@ and enlarged lymph nodes.","ATL is caused by infection with HTLV-I.","HTLV-I infection","Genetic predisposition","Weakened immune system","Blood transfusion","NAN","NAN","Antiviral therapy","Chemotherapy","Stem cell transplantation","Safe sex practices","Avoidance of intravenous drug use","Screening of blood products","Exposure to HTLV-I","Adult","HTLV-I proviral load","NAN","High","Biopsy@ blood tests@ and imaging.","Opportunistic infections@ hypercalcemia@ and neurological complications.","Endemic in certain regions@ such as Japan and the Caribbean.","Poor@ with a median survival of less than one year in aggressive cases."
"8979","416","adult T-cell leukemia/lymphoma","A T-cell leukemia that results_in abnormal increase of lymphocytes@ derives_from T-cells@ has_material_basis_in Human T-lymphotropic virus 1@ which is transmitted_by sexual contact@ transmitted_by contaminated needles used by intravenous-drug users@ and transmitted_by breast feeding. The infection results_in_formation_of skin lesions.","Adult T-cell leukemia/lymphoma is a rare and aggressive type of non-Hodgkin lymphoma that affects mature T-cells. It is caused by the human T-lymphotropic virus type 1 (HTLV-1).","39","39","MONDO:0019471","1.0","IFNA2","P01563","DisGeNET","0.15","0.85","0.5","0.3","2 PubMed IDs","Interferon Alpha","0.0005","CTD_human","UMLS:C0023493","NAN","Adult T-cell leukemia/lymphoma","Skin lesions","Enlarged lymph nodes","Fatigue","Fever","Weight loss","Night sweats","Cough","Abdominal pain","NAN","Adult T-cell leukemia/lymphoma (ATLL) is a rare and aggressive T-cell leukemia/lymphoma caused by the human T-lymphotropic virus type 1 (HTLV-1). It typically presents with skin lesions, lymphadenopathy, hepatosplenomegaly, and hypercalcemia.","The symptoms of ATLL vary but commonly include skin lesions, enlarged lymph nodes, fatigue, fever, weight loss, night sweats, cough, and abdominal pain.","ATLL is caused by infection with the human T-lymphotropic virus type 1 (HTLV-1). The virus is transmitted through sexual contact, contaminated needles, blood transfusions, and from mother to child during breastfeeding.","HTLV-1 infection","Sexual contact","Contaminated needles","Blood transfusions","Mother-to-child transmission","NAN","Antiviral therapy","Chemotherapy","Stem cell transplant","Safe sex practices","Avoiding shared needles","Screening of blood products","HTLV-1 infection","40-60 years","HTLV-1 infection","Family history of HTLV-1 infection","Aggressive","Physical examination@ blood tests@ bone marrow biopsy@ lymph node biopsy","Opportunistic infections@ Hypercalcemia@ Organ damage","Worldwide@ especially in Japan@ the Caribbean@ and parts of Africa","Poor; depends on the subtype and treatment response"
"8980","416","adult T-cell leukemia/lymphoma","A T-cell leukemia that results_in abnormal increase of lymphocytes@ derives_from T-cells@ has_material_basis_in Human T-lymphotropic virus 1@ which is transmitted_by sexual contact@ transmitted_by contaminated needles used by intravenous-drug users@ and transmitted_by breast feeding. The infection results_in_formation_of skin lesions.","NAN","39","39","MONDO:0019471","1.0","IFNG","P01579","DisGeNET","NAN","NAN","NAN","0.31","1 PubMed IDs","NAN","NAN","CTD_human","UMLS:C0023493","NAN","adult T-cell leukemia/lymphoma","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","NAN","Adult T-cell leukemia/lymphoma (ATL) is a rare and aggressive type of T-cell non-Hodgkin lymphoma caused by the human T-lymphotropic virus type 1 (HTLV-1). It typically involves the blood@ lymph nodes@ skin@ and other organs.","Symptoms of ATL can vary widely but often include skin lesions@ enlarged lymph nodes@ fatigue@ fever@ weight loss@ and opportunistic infections. Neurological symptoms may also occur in some cases.","ATL is caused by infection with HTLV-1@ a retrovirus that primarily infects CD4+ T-cells. The virus can be transmitted through sexual contact@ sharing contaminated needles@ breastfeeding@ and from mother to child during pregnancy or childbirth.","HTLV-1 infection","Compromised immune system","Genetic predisposition","Environmental factors","Age","Chemotherapy","Antiretroviral therapy","Stem cell transplantation","Safe sex practices","Avoidance of needle sharing","Screening of blood products","Advanced age","Presence of HTLV-1","Family history of lymphoma","Progressive","Blood tests@ bone marrow biopsy@ lymph node biopsy","Opportunistic infections@ hypercalcemia@ neurological complications","ATL is more common in certain geographic regions@ including southwestern Japan@ the Caribbean@ parts of Africa@ and South America.","The prognosis for ATL is generally poor@ with a median survival of less than one year for aggressive subtypes. Treatment options can improve outcomes in some cases."
"8981","416","adult T-cell leukemia/lymphoma","A T-cell leukemia that results_in abnormal increase of lymphocytes@ derives_from T-cells@ has_material_basis_in Human T-lymphotropic virus 1@ which is transmitted_by sexual contact@ transmitted_by contaminated needles used by intravenous-drug users@ and transmitted_by breast feeding. The infection results_in_formation_of skin lesions.","Adult T-cell leukemia/lymphoma is a rare and aggressive type of T-cell non-Hodgkin lymphoma caused by the human T-lymphotropic virus type 1 (HTLV-1). It affects adults and presents with various symptoms including skin lesions@ lymphadenopathy@ and hypercalcemia.","39","39","MONDO:0019471","1.0","IL2","P60568","DisGeNET","0.0","0.0","0.0","0.4","1 PubMed IDs","NAN","0.0","CTD_human","UMLS:C0023493","NAN","adult T-cell leukemia/lymphoma","Skin lesions","Lymphadenopathy","Hypercalcemia","Hepatosplenomegaly","Lytic bone lesions","Pulmonary infiltrates","Central nervous system involvement","Opportunistic infections","Fatigue","Adult T-cell leukemia/lymphoma (ATL) is a aggressive T-cell malignancy caused by HTLV-1@ presenting with diverse clinical manifestations.","Symptoms include skin lesions@ enlarged lymph nodes@ elevated calcium levels@ and involvement of various organs. Patients may also experience fatigue@ opportunistic infections@ and bone pain.","ATL is caused by the human T-lymphotropic virus type 1 (HTLV-1)@ which is transmitted through sexual contact@ contaminated needles@ or breastfeeding. The virus infects T-cells@ leading to uncontrolled proliferation.","Human T-lymphotropic virus type 1 (HTLV-1)","Sexual contact","Contaminated needles","Breastfeeding","Blood transfusions","Antiviral therapy (e.g.@ zidovudine@ interferon-alpha)","Chemotherapy","Stem cell transplantation","Avoidance of HTLV-1 transmission through safe sexual practices","Screening of blood products","Prevention of mother-to-child transmission through avoidance of breastfeeding","HTLV-1 infection","40-60 years","HTLV-1 proviral integration","Family history of HTLV-1 infection","Aggressive","Physical examination@ blood tests (HTLV-1 antibodies)@ bone marrow biopsy@ imaging studies","Opportunistic infections@ hypercalcemia@ tumor lysis syndrome@ neurological complications","Endemic areas of HTLV-1 infection (e.g.@ Japan@ Caribbean)","Poor without treatment@ but outcomes can be improved with aggressive therapies like chemotherapy and stem cell transplantation"
"8982","416","adult T-cell leukemia/lymphoma","A T-cell leukemia that results_in abnormal increase of lymphocytes@ derives_from T-cells@ has_material_basis_in Human T-lymphotropic virus 1@ which is transmitted_by sexual contact@ transmitted_by contaminated needles used by intravenous-drug users@ and transmitted_by breast feeding. The infection results_in_formation_of skin lesions.","Associated with Human T-lymphotropic virus 1 (HTLV-1) infection and characterized by proliferation of malignant T-cells.","NAN","39","MONDO:0019471","1.0","IL4","P05112","DisGeNET","NAN","NAN","NAN","0.35","1 PubMed IDs","NAN","NAN","CTD_human","UMLS:C0023493","NAN","Adult T-cell leukemia/lymphoma", "Fatigue", "Fever", "Skin lesions", "Lymph node enlargement", "Night sweats", "Weight loss", "Cough", "Shortness of breath", "Abdominal pain", "Adult T-cell leukemia/lymphoma (ATL) is an aggressive T-cell malignancy caused by human T-lymphotropic virus type I (HTLV-I).", "Symptoms may include skin lesions, enlarged lymph nodes, fatigue, and fever.", "Caused by infection with the human T-lymphotropic virus type 1 (HTLV-1).", "Human T-lymphotropic virus type 1 (HTLV-1)", "Transmission via sexual contact", "Transmission via contaminated needles", "Transmission via breastfeeding", "NAN", "Antiviral therapy", "Chemotherapy", "Stem cell transplant", "Avoid sharing needles", "Safe sex practices", "Screening of blood products", "HTLV-1 infection", "Usually affects adults", "Genetic factors may increase susceptibility to HTLV-1 infection", "Family history of HTLV-1 infection or ATL", "Aggressive malignancy with poor prognosis", "Complete blood count, bone marrow biopsy, lymph node biopsy", "Opportunistic infections, hypercalcemia, organ failure", "Endemic in certain regions of the world, such as Japan and the Caribbean", "Poor prognosis due to aggressive nature of the disease"
"8983","416","adult T-cell leukemia/lymphoma","A T-cell leukemia that results_in abnormal increase of lymphocytes@ derives_from T-cells@ has_material_basis_in Human T-lymphotropic virus 1@ which is transmitted_by sexual contact@ transmitted_by contaminated needles used by intravenous-drug users@ and transmitted_by breast feeding. The infection results_in_formation_of skin lesions.","NAN","39","39","MONDO:0019471","1.0","IL10","P22301","DisGeNET","NAN","NAN","NAN","0.35","1 PubMed IDs","NAN","NAN","CTD_human","UMLS:C0023493","NAN","adult T-cell leukemia/lymphoma","Fatigue","Fever","Night sweats","Skin rashes","Enlarged lymph nodes","Weight loss","Opportunistic infections","Neurological symptoms","NAN","Adult T-cell leukemia/lymphoma (ATL) is an aggressive T-cell malignancy caused by the human T-lymphotropic virus type 1 (HTLV-1). It manifests with a variety of symptoms@ including skin lesions@ lymphadenopathy@ and organ infiltration.","Symptoms vary depending on the subtype and organs involved. Common symptoms include fatigue@ fever@ night sweats@ skin rashes@ enlarged lymph nodes@ weight loss@ opportunistic infections@ and neurological symptoms.","ATL is caused by infection with HTLV-1. The virus integrates into the host's DNA and can lead to uncontrolled proliferation of T-cells.","Human T-lymphotropic virus type 1 (HTLV-1) infection","Genetic susceptibility","Weakened immune system","NAN","NAN","NAN","NAN","NAN","Chemotherapy","Antiretroviral therapy","Stem cell transplant","Safe sex practices","Avoiding sharing needles","Breastfeeding precautions","HTLV-1 infection","Adulthood","Genetic factors may increase susceptibility.","Family history of HTLV-1 infection.","Aggressive@ with rapid progression.","Physical examination@ blood tests@ lymph node biopsy@ bone marrow aspiration@ and imaging studies.","Opportunistic infections@ hypercalcemia@ organ failure@ and neurological complications.","Endemic in certain regions@ such as Japan@ the Caribbean@ and parts of Africa and South America.","Poor@ with a median survival of less than one year for aggressive subtypes."
"8984","416","adult T-cell leukemia/lymphoma","A T-cell leukemia that results_in abnormal increase of lymphocytes@ derives_from T-cells@ has_material_basis_in Human T-lymphotropic virus 1@ which is transmitted_by sexual contact@ transmitted_by contaminated needles used by intravenous-drug users@ and transmitted_by breast feeding. The infection results_in_formation_of skin lesions.","Leukemia arising from mature T-cells@ typically caused by Human T-lymphotropic virus 1 (HTLV-1). Characterized by skin lesions@ lymphadenopathy@ hepatosplenomegaly@ and hypercalcemia.",NAN,"39","39","MONDO:0019471","1.0","IRF4","Q15306","DisGeNET",NAN,NAN,NAN,"0.37","1 PubMed IDs",NAN,NAN,"CTD_human","UMLS:C0023493",NAN,"adult T-cell leukemia/lymphoma","Skin lesions","Lymphadenopathy","Hepatosplenomegaly","Hypercalcemia","Fatigue","Weight loss","Night sweats","Fever","Opportunistic infections","Adult T-cell leukemia/lymphoma (ATLL) is an aggressive malignancy of mature T-cells caused by human T-lymphotropic virus type 1 (HTLV-1). It presents with diverse clinical manifestations.","Symptoms include skin lesions@ enlarged lymph nodes@ and liver and spleen involvement. Systemic symptoms such as fatigue@ weight loss@ and fever may also be present.","ATLL is primarily caused by infection with Human T-lymphotropic virus type 1 (HTLV-1). Transmission occurs through sexual contact@ contaminated needles@ or breastfeeding.","Human T-lymphotropic virus type 1 (HTLV-1)","Sexual contact","Contaminated needles","Breastfeeding",NAN,"Antiviral therapy","Chemotherapy","Stem cell transplantation","Avoidance of HTLV-1 transmission (safe sex practices@ screening of blood products)","Avoid sharing needles","Early detection and treatment of HTLV-1 infection", "HTLV-1 infection@ compromised immune system", "Typically affects adults@ often between 50-70 years old", "Infection with HTLV-1 is the primary genetic factor. However@ genetic predispositions may influence susceptibility and disease progression.","Family history of HTLV-1 infection increases risk", "Aggressive with rapid progression if untreated", "Physical examination@ blood tests (CBC@ HTLV-1 antibody test)@ lymph node biopsy", "Opportunistic infections@ hypercalcemia@ organ failure", "Endemic in certain regions (e.g.@ Japan@ Caribbean)@ prevalence varies", "Poor prognosis without aggressive treatment@ stem cell transplantation offers the best chance of long-term remission"
"8985","416","adult T-cell leukemia/lymphoma","A T-cell leukemia that results_in abnormal increase of lymphocytes@ derives_from T-cells@ has_material_basis_in Human T-lymphotropic virus 1@ which is transmitted_by sexual contact@ transmitted_by contaminated needles used by intravenous-drug users@ and transmitted_by breast feeding. The infection results_in_formation_of skin lesions.","NAN","39","39","MONDO:0019471","1.0","PLCG1","P19174","DisGeNET","NAN","NAN","NAN","0.3","1 PubMed IDs","NAN","NAN","CTD_human","UMLS:C0023493","NAN","adult T-cell leukemia/lymphoma","Fever","Night sweats","Fatigue","Weight loss","Skin rashes or lesions","Swollen lymph nodes","Enlarged liver or spleen","Bone pain","Neurological symptoms","Adult T-cell leukemia/lymphoma (ATLL) is a rare and aggressive form of T-cell leukemia caused by the human T-lymphotropic virus type 1 (HTLV-1). It affects mature T-cells and can manifest in various forms@ including acute@ chronic@ smoldering@ and lymphoma types.","Symptoms vary depending on the type of ATLL. Common symptoms include fever@ night sweats@ fatigue@ weight loss@ skin rashes@ swollen lymph nodes@ enlarged liver or spleen@ bone pain@ and neurological symptoms.","ATLL is caused by infection with the human T-lymphotropic virus type 1 (HTLV-1). The virus is transmitted through sexual contact@ sharing of needles@ from mother to child during birth or breastfeeding@ and through blood transfusions.","Human T-lymphotropic virus type 1 (HTLV-1) infection","Sexual contact","Sharing of needles","Mother-to-child transmission (vertical transmission)","Blood transfusions","Antiviral therapy","Chemotherapy","Stem cell transplantation","Avoiding HTLV-1 exposure","Safe sex practices","Screening of blood products","NAN","40-60 years","HTLV-1 infection leads to clonal proliferation of infected T-cells.","Family history of HTLV-1 infection increases risk.","Aggressive@ with poor prognosis in acute cases.","Physical examination@ blood tests (CBC@ peripheral blood smear)@ lymph node biopsy@ bone marrow examination@ HTLV-1 antibody testing@ imaging studies (CT scan@ PET scan).","Opportunistic infections@ hypercalcemia@ neurological complications@ skin lesions@ organ involvement.","Endemic in certain regions@ such as southwestern Japan@ the Caribbean@ parts of Africa@ and South America.","Poor prognosis in acute cases@ but chronic and smoldering types may have longer survival with treatment."
"8986","416","adult T-cell leukemia/lymphoma","A T-cell leukemia that results_in abnormal increase of lymphocytes@ derives_from T-cells@ has_material_basis_in Human T-lymphotropic virus 1@ which is transmitted_by sexual contact@ transmitted_by contaminated needles used by intravenous-drug users@ and transmitted_by breast feeding. The infection results_in_formation_of skin lesions.","Adult T-cell leukemia/lymphoma is a type of aggressive T-cell lymphoma caused by the human T-lymphotropic virus type 1 (HTLV-1).","39","39","MONDO:0019471","1.0","PRKCB","P05771","DisGeNET","NAN","NAN","NAN","0.3","1 PubMed IDs","NAN","NAN","CTD_human","UMLS:C0023493","NAN","adult T-cell leukemia/lymphoma","Fatigue","Fever","Night sweats","Skin lesions","Swollen lymph nodes","Weight loss","Bone pain","Opportunistic infections","NAN","Adult T-cell leukemia/lymphoma (ATL) is a rare and aggressive type of T-cell non-Hodgkin lymphoma caused by the human T-lymphotropic virus type 1 (HTLV-1). It primarily affects adults and has several subtypes with varying clinical presentations and prognoses.","Symptoms of ATL include fatigue@ fever@ night sweats@ skin lesions@ swollen lymph nodes@ weight loss@ bone pain@ and opportunistic infections.","ATL is caused by infection with HTLV-1@ a retrovirus that infects T-cells. The virus is transmitted through sexual contact@ contaminated needles@ blood transfusions@ and from mother to child during breastfeeding.","Human T-lymphotropic virus type 1 (HTLV-1)","Sexual contact","Contaminated needles","Blood transfusions","Mother-to-child transmission","Antiviral therapy","Chemotherapy","Stem cell transplantation","Avoidance of risk factors for HTLV-1 infection","Safe sex practices","Screening of blood products","NAN","Generally affects adults@ with a peak incidence between 50 and 70 years of age.","Infection with HTLV-1 is the primary genetic factor.","Family history of HTLV-1 infection increases the risk.","ATL is an aggressive lymphoma with a poor prognosis. Some subtypes are more aggressive than others.","Diagnosis involves blood tests to detect HTLV-1 antibodies and lymphoma cells@ as well as lymph node biopsy.","Opportunistic infections@ hypercalcemia@ and neurological complications.","ATL is more common in certain geographic areas@ such as Japan@ the Caribbean@ and parts of Africa and South America@ where HTLV-1 is endemic.","The prognosis for ATL is generally poor@ with a median survival of less than one year for aggressive subtypes. Treatment can improve survival in some cases."
"8987","416","adult T-cell leukemia/lymphoma","A T-cell leukemia that results_in abnormal increase of lymphocytes@ derives_from T-cells@ has_material_basis_in Human T-lymphotropic virus 1@ which is transmitted_by sexual contact@ transmitted_by contaminated needles used by intravenous-drug users@ and transmitted_by breast feeding. The infection results_in_formation_of skin lesions.","Viral-induced T-cell malignancy characterized by skin lesions and lymph node involvement","39","39","MONDO:0019471","1.0","STAT3","P40763","DisGeNET","0.15","0.85","0.75","0.33","skin lesions@ enlarged lymph nodes","chemotherapy@ antiviral therapy","0.0005","CTD_human","UMLS:C0023493","nan","adult T-cell leukemia/lymphoma","fatigue","fever","skin rash","weight loss","night sweats","enlarged lymph nodes","bone pain","cough","abdominal pain","Adult T-cell leukemia/lymphoma (ATL) is a rare and aggressive form of T-cell leukemia caused by the human T-lymphotropic virus type 1 (HTLV-1). It affects the lymph nodes@ skin@ and other organs.","Symptoms can include fatigue@ fever@ skin rash@ weight loss@ night sweats@ enlarged lymph nodes@ bone pain@ cough@ and abdominal pain.","ATL is caused by infection with the human T-lymphotropic virus type 1 (HTLV-1). The virus is transmitted through sexual contact@ contaminated needles@ or from mother to child through breastfeeding.","HTLV-1 infection","Sexual contact with infected individuals","Sharing needles","Blood transfusions","Mother-to-child transmission","Chemotherapy","Antiviral therapy","Stem cell transplantation","Avoiding risky behaviors such as sharing needles","Practicing safe sex","Screening blood products","Advanced age","Weakened immune system","Genetic predisposition","Family history of ATL","Aggressive and rapidly progressing","Physical examination@ blood tests@ bone marrow biopsy@ imaging tests","Opportunistic infections@ organ failure@ hypercalcemia","Occurs worldwide@ with higher rates in Japan@ the Caribbean@ and parts of Africa","Poor@ with a median survival of less than one year"
"8988","416","adult T-cell leukemia/lymphoma","A T-cell leukemia that results_in abnormal increase of lymphocytes@ derives_from T-cells@ has_material_basis_in Human T-lymphotropic virus 1@ which is transmitted_by sexual contact@ transmitted_by contaminated needles used by intravenous-drug users@ and transmitted_by breast feeding. The infection results_in_formation_of skin lesions.","Human T-lymphotropic virus 1 associated lymphoma","39","39","MONDO:0019471","1.0","TERF2","Q15554","DisGeNET","0.5","0.8","2.5","0.32","PubMed IDs","Chemotherapy","0.001","CTD_human","UMLS:C0023493","Increased risk of opportunistic infections", "Adult T-cell leukemia/lymphoma","Fever","Night Sweats","Fatigue","Weight loss","Skin lesions","Lymph node swelling","Hepatosplenomegaly","Hypercalcemia","Opportunistic Infections","Adult T-cell leukemia/lymphoma (ATL) is a rare and aggressive type of T-cell non-Hodgkin lymphoma caused by the human T-lymphotropic virus type 1 (HTLV-1). It affects the immune system and can lead to various complications.","Symptoms of ATL include fever, night sweats, fatigue, weight loss, skin lesions, lymph node swelling, hepatosplenomegaly, hypercalcemia, and increased susceptibility to opportunistic infections.","ATL is caused by infection with the human T-lymphotropic virus type 1 (HTLV-1), which is transmitted through sexual contact, contaminated needles, blood transfusions, and from mother to child through breastfeeding.","Human T-lymphotropic virus type 1 (HTLV-1)","Sexual contact","Contaminated needles","Blood transfusions","Mother-to-child transmission","Chemotherapy","Antiviral therapy","Stem cell transplantation","Avoid sharing needles","Safe sexual practices","Screening of blood products","HTLV-1 infection","50-70 years","HTLV-1 infection","Family history of HTLV-1 infection","Aggressive","Physical examination@ blood tests@ lymph node biopsy@ bone marrow aspiration","Opportunistic infections@ hypercalcemia@ organ failure","Endemic areas of HTLV-1","Poor prognosis with aggressive forms@ variable survival depending on subtype"
"8989","416","adult T-cell leukemia/lymphoma","A T-cell leukemia that results_in abnormal increase of lymphocytes@ derives_from T-cells@ has_material_basis_in Human T-lymphotropic virus 1@ which is transmitted_by sexual contact@ transmitted_by contaminated needles used by intravenous-drug users@ and transmitted_by breast feeding. The infection results_in_formation_of skin lesions.","NAN","39","39","MONDO:0019471","1.0","TP73","O15350","DisGeNET","NAN","NAN","NAN","0.3","1 PubMed IDs","NAN","NAN","CTD_human","UMLS:C0023493","NAN","adult T-cell leukemia/lymphoma","fever","night sweats","fatigue","weight loss","skin rashes","swollen lymph nodes","bone pain","enlarged liver or spleen","opportunistic infections","Adult T-cell leukemia/lymphoma (ATL) is an aggressive cancer of mature T lymphocytes caused by the human T-lymphotropic virus type 1 (HTLV-1). It is characterized by skin lesions@ lymphadenopathy@ hepatosplenomegaly@ and hypercalcemia.","Symptoms of ATL include fatigue@ fever@ skin lesions@ enlarged lymph nodes@ and opportunistic infections. The disease progresses rapidly.","ATL is caused by infection with HTLV-1@ a retrovirus that is transmitted through sexual contact@ sharing of needles@ or from mother to child through breastfeeding.","HTLV-1 infection","Sexual contact","Sharing of needles","Mother-to-child transmission","NAN","Antiviral therapy","Chemotherapy","Stem cell transplant","Safe sex practices","Avoid sharing needles","Screening of blood products","Age of onset varies@ but often presents in adulthood.","Genetic factors may increase susceptibility to HTLV-1 infection.","Family history of HTLV-1 infection is a risk factor.","ATL is an aggressive and rapidly progressing cancer.","Physical examination@ blood tests@ bone marrow biopsy@ and imaging studies.","Opportunistic infections@ hypercalcemia@ and organ failure.","ATL is more common in certain regions of the world@ such as Japan@ the Caribbean@ and parts of Africa.","Prognosis is poor@ with a median survival of less than one year."
